,Country,Month,Heat Wave
1092,RS,Dec-16,0
1309,RS,Jan-17,0
1310,RS,Feb-17,0
1311,RS,Mar-17,0
1312,RS,Apr-17,0
1313,RS,May-17,0
1314,RS,Jun-17,0
1315,RS,Jul-17,0
1316,RS,Aug-17,0
1317,RS,Sep-17,0
1318,RS,Oct-17,0
1319,RS,Nov-17,0
1320,RS,Dec-17,0
1537,RS,Jan-18,0
1538,RS,Feb-18,0
1539,RS,Mar-18,0
1540,RS,Apr-18,0
1541,RS,May-18,0
1542,RS,Jun-18,0
1543,RS,Jul-18,0
1544,RS,Aug-18,0
1545,RS,Sep-18,0
1546,RS,Oct-18,0
1547,RS,Nov-18,0
1548,RS,Dec-18,0
1765,RS,Jan-19,0
1766,RS,Feb-19,0
1767,RS,Mar-19,0
1768,RS,Apr-19,0
1769,RS,May-19,0
1770,RS,Jun-19,0
1771,RS,Jul-19,0
1772,RS,Aug-19,0
1773,RS,Sep-19,0
1774,RS,Oct-19,0
1775,RS,Nov-19,0
1776,RS,Dec-19,0
1993,RS,Jan-20,0
1994,RS,Feb-20,0
1995,RS,Mar-20,0
1996,RS,Apr-20,0
1997,RS,May-20,0
1998,RS,Jun-20,0
1999,RS,Jul-20,0
2000,RS,Aug-20,0
2001,RS,Sep-20,0
2002,RS,Oct-20,0
2003,RS,Nov-20,0
2004,RS,Dec-20,0
2221,RS,Jan-21,0
2222,RS,Feb-21,0
2223,RS,Mar-21,0
2224,RS,Apr-21,0
2225,RS,May-21,0
2226,RS,Jun-21,0
2227,RS,Jul-21,0
2228,RS,Aug-21,0
2229,RS,Sep-21,0
2230,RS,Oct-21,0
2231,RS,Nov-21,0
2232,RS,Dec-21,0
2449,RS,Jan-22,0
2450,RS,Feb-22,0
2451,RS,Mar-22,0
2452,RS,Apr-22,0
2453,RS,May-22,0
2454,RS,Jun-22,0
2455,RS,Jul-22,0
2456,RS,Aug-22,0
2457,RS,Sep-22,0
2458,RS,Oct-22,0
2459,RS,Nov-22,0
2460,RS,Dec-22,0
2677,RS,Jan-23,0
2678,RS,Feb-23,0
2679,RS,Mar-23,0
2680,RS,Apr-23,0
2681,RS,May-23,0
2682,RS,Jun-23,0
2683,RS,Jul-23,0
2684,RS,Aug-23,0
2685,RS,Sep-23,0
2686,RS,Oct-23,0
2687,RS,Nov-23,0
2688,RS,Dec-23,0
181,SA,Jan-12,0
182,SA,Feb-12,0
183,SA,Mar-12,0
184,SA,Apr-12,0
185,SA,May-12,126
186,SA,Jun-12,392
187,SA,Jul-12,499
188,SA,Aug-12,430
189,SA,Sep-12,126
190,SA,Oct-12,0
191,SA,Nov-12,0
192,SA,Dec-12,0
409,SA,Jan-13,0
410,SA,Feb-13,0
411,SA,Mar-13,0
412,SA,Apr-13,0
413,SA,May-13,42
414,SA,Jun-13,226
415,SA,Jul-13,437
416,SA,Aug-13,332
417,SA,Sep-13,136
418,SA,Oct-13,0
419,SA,Nov-13,0
420,SA,Dec-13,0
637,SA,Jan-14,0
638,SA,Feb-14,0
639,SA,Mar-14,0
640,SA,Apr-14,0
641,SA,May-14,115
642,SA,Jun-14,284
643,SA,Jul-14,392
644,SA,Aug-14,450
645,SA,Sep-14,211
646,SA,Oct-14,0
647,SA,Nov-14,0
648,SA,Dec-14,0
865,SA,Jan-15,0
866,SA,Feb-15,0
867,SA,Mar-15,0
868,SA,Apr-15,0
869,SA,May-15,152
870,SA,Jun-15,348
871,SA,Jul-15,467
872,SA,Aug-15,547
873,SA,Sep-15,295
874,SA,Oct-15,0
875,SA,Nov-15,0
876,SA,Dec-15,0
1093,SA,Jan-16,0
1094,SA,Feb-16,0
1095,SA,Mar-16,0
1096,SA,Apr-16,0
1097,SA,May-16,117
1098,SA,Jun-16,402
1099,SA,Jul-16,480
1100,SA,Aug-16,484
1101,SA,Sep-16,208
1102,SA,Oct-16,0
1103,SA,Nov-16,0
1104,SA,Dec-16,0
1321,SA,Jan-17,0
1322,SA,Feb-17,0
1323,SA,Mar-17,0
1324,SA,Apr-17,0
1325,SA,May-17,151
1326,SA,Jun-17,385
1327,SA,Jul-17,539
1328,SA,Aug-17,524
1329,SA,Sep-17,211
1330,SA,Oct-17,0
1331,SA,Nov-17,0
1332,SA,Dec-17,0
1549,SA,Jan-18,0
1550,SA,Feb-18,0
1551,SA,Mar-18,0
1552,SA,Apr-18,10
1553,SA,May-18,59
1554,SA,Jun-18,372
1555,SA,Jul-18,439
1556,SA,Aug-18,366
1557,SA,Sep-18,224
1558,SA,Oct-18,0
1559,SA,Nov-18,0
1560,SA,Dec-18,0
1777,SA,Jan-19,0
1778,SA,Feb-19,0
1779,SA,Mar-19,0
1780,SA,Apr-19,0
1781,SA,May-19,41
1782,SA,Jun-19,402
1783,SA,Jul-19,427
1784,SA,Aug-19,370
1785,SA,Sep-19,194
1786,SA,Oct-19,0
1787,SA,Nov-19,0
1788,SA,Dec-19,0
2005,SA,Jan-20,0
2006,SA,Feb-20,0
2007,SA,Mar-20,0
2008,SA,Apr-20,0
2009,SA,May-20,61
2010,SA,Jun-20,339
2011,SA,Jul-20,466
2012,SA,Aug-20,369
2013,SA,Sep-20,214
2014,SA,Oct-20,0
2015,SA,Nov-20,0
2016,SA,Dec-20,0
2233,SA,Jan-21,0
2234,SA,Feb-21,0
2235,SA,Mar-21,0
2236,SA,Apr-21,0
2237,SA,May-21,189
2238,SA,Jun-21,390
2239,SA,Jul-21,500
2240,SA,Aug-21,471
2241,SA,Sep-21,141
2242,SA,Oct-21,0
2243,SA,Nov-21,0
2244,SA,Dec-21,0
2461,SA,Jan-22,0
2462,SA,Feb-22,0
2463,SA,Mar-22,0
2464,SA,Apr-22,0
2465,SA,May-22,75
2466,SA,Jun-22,387
2467,SA,Jul-22,405
2468,SA,Aug-22,425
2469,SA,Sep-22,173
2470,SA,Oct-22,0
2471,SA,Nov-22,0
2472,SA,Dec-22,0
2689,SA,Jan-23,0
2690,SA,Feb-23,0
2691,SA,Mar-23,0
2692,SA,Apr-23,0
2693,SA,May-23,12
2694,SA,Jun-23,259
2695,SA,Jul-23,483
2696,SA,Aug-23,477
2697,SA,Sep-23,231
2698,SA,Oct-23,0
2699,SA,Nov-23,0
2700,SA,Dec-23,0
193,TU,Jan-12,0
194,TU,Feb-12,0
195,TU,Mar-12,0
196,TU,Apr-12,0
197,TU,May-12,0
198,TU,Jun-12,18
199,TU,Jul-12,137
200,TU,Aug-12,52
201,TU,Sep-12,2
202,TU,Oct-12,0
203,TU,Nov-12,0
204,TU,Dec-12,0
421,TU,Jan-13,0
422,TU,Feb-13,0
423,TU,Mar-13,0
424,TU,Apr-13,0
425,TU,May-13,0
426,TU,Jun-13,10
427,TU,Jul-13,45
428,TU,Aug-13,25
429,TU,Sep-13,0
430,TU,Oct-13,0
431,TU,Nov-13,0
432,TU,Dec-13,0
649,TU,Jan-14,0
650,TU,Feb-14,0
651,TU,Mar-14,0
652,TU,Apr-14,0
653,TU,May-14,0
654,TU,Jun-14,25
655,TU,Jul-14,87
656,TU,Aug-14,101
657,TU,Sep-14,3
658,TU,Oct-14,0
659,TU,Nov-14,0
660,TU,Dec-14,0
877,TU,Jan-15,0
878,TU,Feb-15,0
879,TU,Mar-15,0
880,TU,Apr-15,0
881,TU,May-15,0
882,TU,Jun-15,5
883,TU,Jul-15,96
884,TU,Aug-15,55
885,TU,Sep-15,19
886,TU,Oct-15,0
887,TU,Nov-15,0
888,TU,Dec-15,0
1105,TU,Jan-16,0
1106,TU,Feb-16,0
1107,TU,Mar-16,0
1108,TU,Apr-16,0
1109,TU,May-16,0
1110,TU,Jun-16,24
1111,TU,Jul-16,73
1112,TU,Aug-16,95
1113,TU,Sep-16,0
1114,TU,Oct-16,0
1115,TU,Nov-16,0
1116,TU,Dec-16,0
1333,TU,Jan-17,0
1334,TU,Feb-17,0
1335,TU,Mar-17,0
1336,TU,Apr-17,0
1337,TU,May-17,0
1338,TU,Jun-17,16
1339,TU,Jul-17,136
1340,TU,Aug-17,107
1341,TU,Sep-17,31
1342,TU,Oct-17,0
1343,TU,Nov-17,0
1344,TU,Dec-17,0
1561,TU,Jan-18,0
1562,TU,Feb-18,0
1563,TU,Mar-18,0
1564,TU,Apr-18,0
1565,TU,May-18,0
1566,TU,Jun-18,14
1567,TU,Jul-18,87
1568,TU,Aug-18,87
1569,TU,Sep-18,6
1570,TU,Oct-18,0
1571,TU,Nov-18,0
1572,TU,Dec-18,0
1789,TU,Jan-19,0
1790,TU,Feb-19,0
1791,TU,Mar-19,0
1792,TU,Apr-19,0
1793,TU,May-19,0
1794,TU,Jun-19,29
1795,TU,Jul-19,66
1796,TU,Aug-19,108
1797,TU,Sep-19,2
1798,TU,Oct-19,0
1799,TU,Nov-19,0
1800,TU,Dec-19,0
2017,TU,Jan-20,0
2018,TU,Feb-20,0
2019,TU,Mar-20,0
2020,TU,Apr-20,0
2021,TU,May-20,2
2022,TU,Jun-20,11
2023,TU,Jul-20,133
2024,TU,Aug-20,76
2025,TU,Sep-20,40
2026,TU,Oct-20,0
2027,TU,Nov-20,0
2028,TU,Dec-20,0
2245,TU,Jan-21,0
2246,TU,Feb-21,0
2247,TU,Mar-21,0
2248,TU,Apr-21,0
2249,TU,May-21,0
2250,TU,Jun-21,26
2251,TU,Jul-21,150
2252,TU,Aug-21,103
2253,TU,Sep-21,0
2254,TU,Oct-21,0
2255,TU,Nov-21,0
2256,TU,Dec-21,0
2473,TU,Jan-22,0
2474,TU,Feb-22,0
2475,TU,Mar-22,0
2476,TU,Apr-22,0
2477,TU,May-22,0
2478,TU,Jun-22,9
2479,TU,Jul-22,120
2480,TU,Aug-22,91
2481,TU,Sep-22,10
2482,TU,Oct-22,0
2483,TU,Nov-22,0
2484,TU,Dec-22,0
2701,TU,Jan-23,0
2702,TU,Feb-23,0
2703,TU,Mar-23,0
2704,TU,Apr-23,0
2705,TU,May-23,0
2706,TU,Jun-23,2
2707,TU,Jul-23,163
2708,TU,Aug-23,134
2709,TU,Sep-23,0
2710,TU,Oct-23,0
2711,TU,Nov-23,0
2712,TU,Dec-23,0
205,US,Jan-12,0
206,US,Feb-12,0
207,US,Mar-12,0
208,US,Apr-12,0
209,US,May-12,0
210,US,Jun-12,0
211,US,Jul-12,0
212,US,Aug-12,0
213,US,Sep-12,0
214,US,Oct-12,0
215,US,Nov-12,0
216,US,Dec-12,0
433,US,Jan-13,0
434,US,Feb-13,0
435,US,Mar-13,0
436,US,Apr-13,0
437,US,May-13,0
438,US,Jun-13,0
439,US,Jul-13,0
440,US,Aug-13,0
441,US,Sep-13,0
442,US,Oct-13,0
443,US,Nov-13,0
444,US,Dec-13,0
661,US,Jan-14,0
662,US,Feb-14,0
663,US,Mar-14,0
664,US,Apr-14,0
665,US,May-14,0
666,US,Jun-14,0
667,US,Jul-14,0
668,US,Aug-14,0
669,US,Sep-14,0
670,US,Oct-14,0
671,US,Nov-14,0
672,US,Dec-14,0
889,US,Jan-15,0
890,US,Feb-15,0
891,US,Mar-15,0
892,US,Apr-15,0
893,US,May-15,0
894,US,Jun-15,0
895,US,Jul-15,0
896,US,Aug-15,0
897,US,Sep-15,0
898,US,Oct-15,0
899,US,Nov-15,0
900,US,Dec-15,0
1117,US,Jan-16,0
1118,US,Feb-16,0
1119,US,Mar-16,0
1120,US,Apr-16,0
1121,US,May-16,0
1122,US,Jun-16,0
1123,US,Jul-16,0
1124,US,Aug-16,0
1125,US,Sep-16,0
1126,US,Oct-16,0
1127,US,Nov-16,0
1128,US,Dec-16,0
1345,US,Jan-17,0
1346,US,Feb-17,0
1347,US,Mar-17,0
1348,US,Apr-17,0
1349,US,May-17,0
1350,US,Jun-17,0
1351,US,Jul-17,0
1352,US,Aug-17,0
1353,US,Sep-17,0
1354,US,Oct-17,0
1355,US,Nov-17,0
1356,US,Dec-17,0
1573,US,Jan-18,0
1574,US,Feb-18,0
1575,US,Mar-18,0
1576,US,Apr-18,0
1577,US,May-18,0
1578,US,Jun-18,0
1579,US,Jul-18,0
1580,US,Aug-18,0
1581,US,Sep-18,0
1582,US,Oct-18,0
1583,US,Nov-18,0
1584,US,Dec-18,0
1801,US,Jan-19,0
1802,US,Feb-19,0
1803,US,Mar-19,0
1804,US,Apr-19,0
1805,US,May-19,0
1806,US,Jun-19,0
1807,US,Jul-19,0
1808,US,Aug-19,0
1809,US,Sep-19,0
1810,US,Oct-19,0
1811,US,Nov-19,0
1812,US,Dec-19,0
2029,US,Jan-20,0
2030,US,Feb-20,0
2031,US,Mar-20,0
2032,US,Apr-20,0
2033,US,May-20,0
2034,US,Jun-20,0
2035,US,Jul-20,0
2036,US,Aug-20,0
2037,US,Sep-20,0
2038,US,Oct-20,0
2039,US,Nov-20,0
2040,US,Dec-20,0
2257,US,Jan-21,0
2258,US,Feb-21,0
2259,US,Mar-21,0
2260,US,Apr-21,0
2261,US,May-21,0
2262,US,Jun-21,0
2263,US,Jul-21,0
2264,US,Aug-21,0
2265,US,Sep-21,0
2266,US,Oct-21,0
2267,US,Nov-21,0
2268,US,Dec-21,0
2485,US,Jan-22,0
2486,US,Feb-22,0
2487,US,Mar-22,0
2488,US,Apr-22,0
2489,US,May-22,0
2490,US,Jun-22,0
2491,US,Jul-22,0
2492,US,Aug-22,0
2493,US,Sep-22,0
2494,US,Oct-22,0
2495,US,Nov-22,0
2496,US,Dec-22,0
2713,US,Jan-23,0
2714,US,Feb-23,0
2715,US,Mar-23,0
2716,US,Apr-23,0
2717,US,May-23,0
2718,US,Jun-23,0
2719,US,Jul-23,0
2720,US,Aug-23,0
2721,US,Sep-23,0
2722,US,Oct-23,0
2723,US,Nov-23,0
2724,US,Dec-23,0
217,ZA,Jan-12,0
218,ZA,Feb-12,0
219,ZA,Mar-12,0
220,ZA,Apr-12,0
221,ZA,May-12,0
222,ZA,Jun-12,0
223,ZA,Jul-12,0
224,ZA,Aug-12,0
225,ZA,Sep-12,0
226,ZA,Oct-12,0
227,ZA,Nov-12,0
228,ZA,Dec-12,0
445,ZA,Jan-13,0
446,ZA,Feb-13,0
447,ZA,Mar-13,0
448,ZA,Apr-13,0
449,ZA,May-13,0
450,ZA,Jun-13,0
451,ZA,Jul-13,0
452,ZA,Aug-13,0
453,ZA,Sep-13,0
454,ZA,Oct-13,0
455,ZA,Nov-13,0
456,ZA,Dec-13,0
673,ZA,Jan-14,0
674,ZA,Feb-14,0
675,ZA,Mar-14,0
676,ZA,Apr-14,0
677,ZA,May-14,0
678,ZA,Jun-14,0
679,ZA,Jul-14,0
680,ZA,Aug-14,0
681,ZA,Sep-14,0
682,ZA,Oct-14,0
683,ZA,Nov-14,0
684,ZA,Dec-14,0
901,ZA,Jan-15,0
902,ZA,Feb-15,0
903,ZA,Mar-15,0
904,ZA,Apr-15,0
905,ZA,May-15,0
906,ZA,Jun-15,0
907,ZA,Jul-15,0
908,ZA,Aug-15,0
909,ZA,Sep-15,0
910,ZA,Oct-15,0
911,ZA,Nov-15,0
912,ZA,Dec-15,0
1129,ZA,Jan-16,0
1130,ZA,Feb-16,0
1131,ZA,Mar-16,0
1132,ZA,Apr-16,0
1133,ZA,May-16,0
1134,ZA,Jun-16,0
1135,ZA,Jul-16,0
1136,ZA,Aug-16,0
1137,ZA,Sep-16,0
1138,ZA,Oct-16,0
1139,ZA,Nov-16,0
1140,ZA,Dec-16,0
1357,ZA,Jan-17,0
1358,ZA,Feb-17,0
1359,ZA,Mar-17,0
1360,ZA,Apr-17,0
1361,ZA,May-17,0
1362,ZA,Jun-17,0
1363,ZA,Jul-17,0
1364,ZA,Aug-17,0
1365,ZA,Sep-17,0
1366,ZA,Oct-17,0
1367,ZA,Nov-17,0
1368,ZA,Dec-17,0
1585,ZA,Jan-18,0
1586,ZA,Feb-18,0
1587,ZA,Mar-18,0
1588,ZA,Apr-18,0
1589,ZA,May-18,0
1590,ZA,Jun-18,0
1591,ZA,Jul-18,0
1592,ZA,Aug-18,0
1593,ZA,Sep-18,0
1594,ZA,Oct-18,0
1595,ZA,Nov-18,0
1596,ZA,Dec-18,0
1813,ZA,Jan-19,0
1814,ZA,Feb-19,0
1815,ZA,Mar-19,0
1816,ZA,Apr-19,0
1817,ZA,May-19,0
1818,ZA,Jun-19,0
1819,ZA,Jul-19,0
1820,ZA,Aug-19,0
1821,ZA,Sep-19,0
1822,ZA,Oct-19,0
1823,ZA,Nov-19,0
1824,ZA,Dec-19,0
2041,ZA,Jan-20,0
2042,ZA,Feb-20,0
2043,ZA,Mar-20,0
2044,ZA,Apr-20,0
2045,ZA,May-20,0
2046,ZA,Jun-20,0
2047,ZA,Jul-20,0
2048,ZA,Aug-20,0
2049,ZA,Sep-20,0
2050,ZA,Oct-20,0
2051,ZA,Nov-20,0
2052,ZA,Dec-20,0
2269,ZA,Jan-21,0
2270,ZA,Feb-21,0
2271,ZA,Mar-21,0
2272,ZA,Apr-21,0
2273,ZA,May-21,0
2274,ZA,Jun-21,0
2275,ZA,Jul-21,0
2276,ZA,Aug-21,0
2277,ZA,Sep-21,0
2278,ZA,Oct-21,0
2279,ZA,Nov-21,0
2280,ZA,Dec-21,0
2497,ZA,Jan-22,0
2498,ZA,Feb-22,0
2499,ZA,Mar-22,0
2500,ZA,Apr-22,0
2501,ZA,May-22,0
2502,ZA,Jun-22,0
2503,ZA,Jul-22,0
2504,ZA,Aug-22,0
2505,ZA,Sep-22,0
2506,ZA,Oct-22,0
2507,ZA,Nov-22,0
2508,ZA,Dec-22,0
2725,ZA,Jan-23,0
2726,ZA,Feb-23,0
2727,ZA,Mar-23,0
2728,ZA,Apr-23,0
2729,ZA,May-23,0
2730,ZA,Jun-23,0
2731,ZA,Jul-23,0
2732,ZA,Aug-23,0
2733,ZA,Sep-23,0
2734,ZA,Oct-23,0
2735,ZA,Nov-23,0
2736,ZA,Dec-23,0
