Country,Month,wind
IN,Dec-20,21
IN,Jan-21,14
IN,Feb-21,15
IN,Mar-21,36
IN,Apr-21,43
IN,May-21,234
IN,Jun-21,334
IN,Jul-21,424
IN,Aug-21,198
IN,Sep-21,178
IN,Oct-21,12
IN,Nov-21,16
IN,Dec-21,19
IN,Jan-22,15
IN,Feb-22,20
IN,Mar-22,47
IN,Apr-22,98
IN,May-22,327
IN,Jun-22,242
IN,Jul-22,316
IN,Aug-22,305
IN,Sep-22,105
IN,Oct-22,16
IN,Nov-22,11
IN,Dec-22,17
IN,Jan-23,17
IN,Feb-23,15
IN,Mar-23,37
IN,Apr-23,31
IN,May-23,132
IN,Jun-23,425
IN,Jul-23,425
IN,Aug-23,327
IN,Sep-23,182
IN,Oct-23,21
IN,Nov-23,16
IN,Dec-23,32
IT,Jan-12,624
IT,Feb-12,788
IT,Mar-12,561
IT,Apr-12,733
IT,May-12,522
IT,Jun-12,350
IT,Jul-12,418
IT,Aug-12,272
IT,Sep-12,418
IT,Oct-12,395
IT,Nov-12,544
IT,Dec-12,701
IT,Jan-13,720
IT,Feb-13,608
IT,Mar-13,880
IT,Apr-13,563
IT,May-13,775
IT,Jun-13,447
IT,Jul-13,258
IT,Aug-13,340
IT,Sep-13,410
IT,Oct-13,362
IT,Nov-13,785
IT,Dec-13,488
IT,Jan-14,725
IT,Feb-14,726
IT,Mar-14,690
IT,Apr-14,637
IT,May-14,503
IT,Jun-14,441
IT,Jul-14,587
IT,Aug-14,398
IT,Sep-14,367
IT,Oct-14,462
IT,Nov-14,583
IT,Dec-14,632
IT,Jan-15,748
IT,Feb-15,738
IT,Mar-15,892
IT,Apr-15,621
IT,May-15,510
IT,Jun-15,357
IT,Jul-15,274
IT,Aug-15,252
IT,Sep-15,498
IT,Oct-15,526
IT,Nov-15,426
IT,Dec-15,207
IT,Jan-16,865
IT,Feb-16,1115
IT,Mar-16,968
IT,Apr-16,779
IT,May-16,767
IT,Jun-16,473
IT,Jul-16,438
IT,Aug-16,543
IT,Sep-16,329
IT,Oct-16,595
IT,Nov-16,669
IT,Dec-16,605
IT,Jan-17,940
IT,Feb-17,646
IT,Mar-17,823
IT,Apr-17,674
IT,May-17,472
IT,Jun-17,374
IT,Jul-17,524
IT,Aug-17,419
IT,Sep-17,549
IT,Oct-17,540
IT,Nov-17,709
IT,Dec-17,990
IT,Jan-18,877
IT,Feb-18,890
IT,Mar-18,1118
IT,Apr-18,538
IT,May-18,362
IT,Jun-18,506
IT,Jul-18,436
IT,Aug-18,220
IT,Sep-18,369
IT,Oct-18,721
IT,Nov-18,580
IT,Dec-18,632
IT,Jan-19,838
IT,Feb-19,832
IT,Mar-19,905
IT,Apr-19,612
IT,May-19,717
IT,Jun-19,331
IT,Jul-19,428
IT,Aug-19,265
IT,Sep-19,400
IT,Oct-19,451
IT,Nov-19,933
IT,Dec-19,1061
IT,Jan-20,566
IT,Feb-20,862
IT,Mar-20,809
IT,Apr-20,506
IT,May-20,677
IT,Jun-20,511
IT,Jul-20,343
IT,Aug-20,428
IT,Sep-20,461
IT,Oct-20,615
IT,Nov-20,444
IT,Dec-20,766
IT,Jan-21,962
IT,Feb-21,623
IT,Mar-21,659
IT,Apr-21,664
IT,May-21,675
IT,Jun-21,300
IT,Jul-21,489
IT,Aug-21,422
IT,Sep-21,299
IT,Oct-21,673
IT,Nov-21,690
IT,Dec-21,844
IT,Jan-22,760
IT,Feb-22,783
IT,Mar-22,702
IT,Apr-22,840
IT,May-22,378
IT,Jun-22,365
IT,Jul-22,302
IT,Aug-22,346
IT,Sep-22,538
IT,Oct-22,285
IT,Nov-22,602
IT,Dec-22,435
IT,Jan-23,732
IT,Feb-23,578
IT,Mar-23,689
IT,Apr-23,541
IT,May-23,490
IT,Jun-23,234
IT,Jul-23,359
IT,Aug-23,459
IT,Sep-23,457
IT,Oct-23,505
IT,Nov-23,839
IT,Dec-23,615
JA,Jan-12,1738
JA,Feb-12,1756
JA,Mar-12,1942
JA,Apr-12,1803
JA,May-12,1215
JA,Jun-12,1074
JA,Jul-12,1022
JA,Aug-12,1030
JA,Sep-12,898
JA,Oct-12,1383
JA,Nov-12,1645
JA,Dec-12,2087
JA,Jan-13,1785
JA,Feb-13,1672
JA,Mar-13,2090
JA,Apr-13,2196
JA,May-13,1307
JA,Jun-13,782
JA,Jul-13,1075
JA,Aug-13,734
JA,Sep-13,1130
JA,Oct-13,1752
JA,Nov-13,1484
JA,Dec-13,1955
JA,Jan-14,1669
JA,Feb-14,1823
JA,Mar-14,2098
JA,Apr-14,1369
JA,May-14,1435
JA,Jun-14,878
JA,Jul-14,916
JA,Aug-14,1146
JA,Sep-14,711
JA,Oct-14,1607
JA,Nov-14,1279
JA,Dec-14,2324
JA,Jan-15,2062
JA,Feb-15,1730
JA,Mar-15,1736
JA,Apr-15,1537
JA,May-15,1198
JA,Jun-15,889
JA,Jul-15,1254
JA,Aug-15,844
JA,Sep-15,859
JA,Oct-15,1492
JA,Nov-15,1088
JA,Dec-15,1550
JA,Jan-16,1576
JA,Feb-16,1792
JA,Mar-16,1343
JA,Apr-16,1646
JA,May-16,1490
JA,Jun-16,1013
JA,Jul-16,805
JA,Aug-16,999
JA,Sep-16,834
JA,Oct-16,1326
JA,Nov-16,1209
JA,Dec-16,1699
JA,Jan-17,1770
JA,Feb-17,1955
JA,Mar-17,1532
JA,Apr-17,1842
JA,May-17,972
JA,Jun-17,952
JA,Jul-17,655
JA,Aug-17,1009
JA,Sep-17,1025
JA,Oct-17,1625
JA,Nov-17,1490
JA,Dec-17,1933
JA,Jan-18,1984
JA,Feb-18,1687
JA,Mar-18,2057
JA,Apr-18,1647
JA,May-18,1306
JA,Jun-18,1175
JA,Jul-18,1228
JA,Aug-18,1401
JA,Sep-18,1157
JA,Oct-18,1235
JA,Nov-18,789
JA,Dec-18,1767
JA,Jan-19,1813
JA,Feb-19,1281
JA,Mar-19,1957
JA,Apr-19,1494
JA,May-19,1235
JA,Jun-19,1072
JA,Jul-19,982
JA,Aug-19,1279
JA,Sep-19,1247
JA,Oct-19,1542
JA,Nov-19,1592
JA,Dec-19,1571
JA,Jan-20,1611
JA,Feb-20,1506
JA,Mar-20,1883
JA,Apr-20,1940
JA,May-20,1237
JA,Jun-20,1137
JA,Jul-20,1012
JA,Aug-20,851
JA,Sep-20,1262
JA,Oct-20,1345
JA,Nov-20,1440
JA,Dec-20,1547
JA,Jan-21,1835
JA,Feb-21,1977
JA,Mar-21,1743
JA,Apr-21,2006
JA,May-21,1596
JA,Jun-21,836
JA,Jul-21,895
JA,Aug-21,1198
JA,Sep-21,914
JA,Oct-21,1237
JA,Nov-21,1510
JA,Dec-21,2126
JA,Jan-22,1761
JA,Feb-22,1901
JA,Mar-22,1665
JA,Apr-22,1406
JA,May-22,1181
JA,Jun-22,1269
JA,Jul-22,931
JA,Aug-22,892
JA,Sep-22,1458
JA,Oct-22,1382
JA,Nov-22,1104
JA,Dec-22,2040
JA,Jan-23,1708
JA,Feb-23,1576
JA,Mar-23,1260
JA,Apr-23,1867
JA,May-23,1035
JA,Jun-23,695
JA,Jul-23,1071
JA,Aug-23,1340
JA,Sep-23,632
JA,Oct-23,1002
JA,Nov-23,1693
JA,Dec-23,1618
KR,Jan-12,48
KR,Feb-12,30
KR,Mar-12,37
KR,Apr-12,20
KR,May-12,36
KR,Jun-12,20
KR,Jul-12,23
KR,Aug-12,19
KR,Sep-12,31
KR,Oct-12,15
KR,Nov-12,19
KR,Dec-12,47
KR,Jan-13,41
KR,Feb-13,65
KR,Mar-13,56
KR,Apr-13,47
KR,May-13,37
KR,Jun-13,38
KR,Jul-13,34
KR,Aug-13,40
KR,Sep-13,39
KR,Oct-13,20
KR,Nov-13,26
KR,Dec-13,50
KR,Jan-14,47
KR,Feb-14,22
KR,Mar-14,28
KR,Apr-14,9
KR,May-14,9
KR,Jun-14,26
KR,Jul-14,24
KR,Aug-14,9
KR,Sep-14,27
KR,Oct-14,9
KR,Nov-14,16
KR,Dec-14,20
KR,Jan-15,20
KR,Feb-15,17
KR,Mar-15,23
KR,Apr-15,6
KR,May-15,12
KR,Jun-15,8
KR,Jul-15,23
KR,Aug-15,29
KR,Sep-15,30
KR,Oct-15,25
KR,Nov-15,7
KR,Dec-15,21
KR,Jan-16,55
KR,Feb-16,65
KR,Mar-16,66
KR,Apr-16,49
KR,May-16,22
KR,Jun-16,28
KR,Jul-16,51
KR,Aug-16,57
KR,Sep-16,89
KR,Oct-16,55
KR,Nov-16,63
KR,Dec-16,54
KR,Jan-17,126
KR,Feb-17,112
KR,Mar-17,124
KR,Apr-17,102
KR,May-17,77
KR,Jun-17,23
KR,Jul-17,61
KR,Aug-17,61
KR,Sep-17,80
KR,Oct-17,62
KR,Nov-17,87
KR,Dec-17,86
KR,Jan-18,116
KR,Feb-18,87
KR,Mar-18,98
KR,Apr-18,40
KR,May-18,59
KR,Jun-18,28
KR,Jul-18,41
KR,Aug-18,7
KR,Sep-18,5
KR,Oct-18,0
KR,Nov-18,3
KR,Dec-18,10
KR,Jan-19,19
KR,Feb-19,26
KR,Mar-19,8
KR,Apr-19,11
KR,May-19,0
KR,Jun-19,4
KR,Jul-19,1
KR,Aug-19,3
KR,Sep-19,5
KR,Oct-19,5
KR,Nov-19,14
KR,Dec-19,4
KR,Jan-20,8
KR,Feb-20,9
KR,Mar-20,9
KR,Apr-20,6
KR,May-20,6
KR,Jun-20,13
KR,Jul-20,40
KR,Aug-20,28
KR,Sep-20,41
KR,Oct-20,44
KR,Nov-20,54
KR,Dec-20,76
KR,Jan-21,103
KR,Feb-21,48
KR,Mar-21,46
KR,Apr-21,33
KR,May-21,74
KR,Jun-21,25
KR,Jul-21,66
KR,Aug-21,39
KR,Sep-21,101
KR,Oct-21,43
KR,Nov-21,67
KR,Dec-21,52
KR,Jan-22,38
KR,Feb-22,76
KR,Mar-22,76
KR,Apr-22,78
KR,May-22,29
KR,Jun-22,53
KR,Jul-22,88
KR,Aug-22,63
KR,Sep-22,45
KR,Oct-22,56
KR,Nov-22,45
KR,Dec-22,70
KR,Jan-23,76
KR,Feb-23,59
KR,Mar-23,42
KR,Apr-23,28
KR,May-23,15
KR,Jun-23,17
KR,Jul-23,18
KR,Aug-23,8
KR,Sep-23,10
KR,Oct-23,17
KR,Nov-23,13
KR,Dec-23,13
MX,Jan-12,328
MX,Feb-12,341
MX,Mar-12,458
MX,Apr-12,368
MX,May-12,304
MX,Jun-12,272
MX,Jul-12,222
MX,Aug-12,180
MX,Sep-12,120
MX,Oct-12,162
MX,Nov-12,157
MX,Dec-12,237
MX,Jan-13,334
MX,Feb-13,337
MX,Mar-13,430
MX,Apr-13,436
MX,May-13,395
MX,Jun-13,232
MX,Jul-13,192
MX,Aug-13,159
MX,Sep-13,161
MX,Oct-13,137
MX,Nov-13,255
MX,Dec-13,294
MX,Jan-14,253
MX,Feb-14,236
MX,Mar-14,375
MX,Apr-14,401
MX,May-14,372
MX,Jun-14,287
MX,Jul-14,190
MX,Aug-14,155
MX,Sep-14,144
MX,Oct-14,124
MX,Nov-14,266
MX,Dec-14,198
MX,Jan-15,333
MX,Feb-15,267
MX,Mar-15,286
MX,Apr-15,325
MX,May-15,351
MX,Jun-15,219
MX,Jul-15,272
MX,Aug-15,177
MX,Sep-15,114
MX,Oct-15,215
MX,Nov-15,230
MX,Dec-15,311
MX,Jan-16,253
MX,Feb-16,306
MX,Mar-16,438
MX,Apr-16,342
MX,May-16,337
MX,Jun-16,202
MX,Jul-16,263
MX,Aug-16,164
MX,Sep-16,123
MX,Oct-16,101
MX,Nov-16,208
MX,Dec-16,243
MX,Jan-17,328
MX,Feb-17,288
MX,Mar-17,392
MX,Apr-17,391
MX,May-17,415
MX,Jun-17,265
MX,Jul-17,211
MX,Aug-17,179
MX,Sep-17,126
MX,Oct-17,177
MX,Nov-17,131
MX,Dec-17,189
MX,Jan-18,288
MX,Feb-18,270
MX,Mar-18,378
MX,Apr-18,358
MX,May-18,243
MX,Jun-18,297
MX,Jul-18,230
MX,Aug-18,182
MX,Sep-18,87
MX,Oct-18,218
MX,Nov-18,195
MX,Dec-18,244
MX,Jan-19,236
MX,Feb-19,333
MX,Mar-19,380
MX,Apr-19,431
MX,May-19,467
MX,Jun-19,320
MX,Jul-19,244
MX,Aug-19,198
MX,Sep-19,137
MX,Oct-19,164
MX,Nov-19,195
MX,Dec-19,202
MX,Jan-20,250
MX,Feb-20,369
MX,Mar-20,376
MX,Apr-20,342
MX,May-20,311
MX,Jun-20,332
MX,Jul-20,246
MX,Aug-20,170
MX,Sep-20,132
MX,Oct-20,190
MX,Nov-20,217
MX,Dec-20,229
MX,Jan-21,225
MX,Feb-21,258
MX,Mar-21,435
MX,Apr-21,405
MX,May-21,366
MX,Jun-21,256
MX,Jul-21,175
MX,Aug-21,172
MX,Sep-21,90
MX,Oct-21,128
MX,Nov-21,74
MX,Dec-21,117
MX,Jan-22,210
MX,Feb-22,294
MX,Mar-22,358
MX,Apr-22,387
MX,May-22,389
MX,Jun-22,263
MX,Jul-22,188
MX,Aug-22,142
MX,Sep-22,107
MX,Oct-22,146
MX,Nov-22,139
MX,Dec-22,173
MX,Jan-23,233
MX,Feb-23,307
MX,Mar-23,312
MX,Apr-23,324
MX,May-23,216
MX,Jun-23,307
MX,Jul-23,282
MX,Aug-23,213
MX,Sep-23,115
MX,Oct-23,244
MX,Nov-23,203
MX,Dec-23,138
RS,Jan-12,2050
RS,Feb-12,2180
RS,Mar-12,3062
RS,Apr-12,3114
RS,May-12,2920
RS,Jun-12,1941
RS,Jul-12,1570
RS,Aug-12,2156
RS,Sep-12,2297
RS,Oct-12,3599
RS,Nov-12,3754
RS,Dec-12,4235
RS,Jan-13,3009
RS,Feb-13,2932
RS,Mar-13,4482
RS,Apr-13,3515
RS,May-13,3474
RS,Jun-13,2125
RS,Jul-13,1444
RS,Aug-13,1785
RS,Sep-13,2316
RS,Oct-13,3711
RS,Nov-13,3962
RS,Dec-13,4480
RS,Jan-14,3109
RS,Feb-14,2897
RS,Mar-14,4385
RS,Apr-14,4254
RS,May-14,3154
RS,Jun-14,2300
RS,Jul-14,1855
RS,Aug-14,1652
RS,Sep-14,2320
RS,Oct-14,3564
RS,Nov-14,3512
RS,Dec-14,3776
RS,Jan-15,4222
RS,Feb-15,3479
RS,Mar-15,4745
RS,Apr-15,3365
RS,May-15,2712
RS,Jun-15,2166
RS,Jul-15,1951
RS,Aug-15,1825
RS,Sep-15,1839
RS,Oct-15,3594
RS,Nov-15,3581
RS,Dec-15,4708
RS,Jan-16,3309
RS,Feb-16,3690
RS,Mar-16,3412
RS,Apr-16,2742
RS,May-16,2646
RS,Jun-16,1823
RS,Jul-16,1482
RS,Aug-16,1891
RS,Sep-16,1906
RS,Oct-16,2584
RS,Nov-16,3485
RS,Dec-16,3800
RS,Jan-17,3936
RS,Feb-17,3855
RS,Mar-17,3731
RS,Apr-17,3912
RS,May-17,3075
RS,Jun-17,2011
RS,Jul-17,1568
RS,Aug-17,1748
RS,Sep-17,2088
RS,Oct-17,2771
RS,Nov-17,3243
RS,Dec-17,3893
RS,Jan-18,3805
RS,Feb-18,2347
RS,Mar-18,3907
RS,Apr-18,3358
RS,May-18,2937
RS,Jun-18,2039
RS,Jul-18,1611
RS,Aug-18,1580
RS,Sep-18,2011
RS,Oct-18,2733
RS,Nov-18,3472
RS,Dec-18,3305
RS,Jan-19,3151
RS,Feb-19,3152
RS,Mar-19,3401
RS,Apr-19,2767
RS,May-19,2685
RS,Jun-19,1791
RS,Jul-19,1837
RS,Aug-19,1660
RS,Sep-19,1970
RS,Oct-19,3049
RS,Nov-19,3367
RS,Dec-19,3298
RS,Jan-20,3807
RS,Feb-20,3842
RS,Mar-20,4780
RS,Apr-20,3599
RS,May-20,2489
RS,Jun-20,1732
RS,Jul-20,1663
RS,Aug-20,1538
RS,Sep-20,2119
RS,Oct-20,2689
RS,Nov-20,3692
RS,Dec-20,3306
RS,Jan-21,2959
RS,Feb-21,2789
RS,Mar-21,3759
RS,Apr-21,3259
RS,May-21,2498
RS,Jun-21,1692
RS,Jul-21,1597
RS,Aug-21,1440
RS,Sep-21,2016
RS,Oct-21,2736
RS,Nov-21,3577
RS,Dec-21,3171
RS,Jan-22,3335
RS,Feb-22,2928
RS,Mar-22,3318
RS,Apr-22,2526
RS,May-22,2544
RS,Jun-22,1669
RS,Jul-22,1275
RS,Aug-22,1702
RS,Sep-22,1930
RS,Oct-22,2510
RS,Nov-22,2627
RS,Dec-22,3195
RS,Jan-23,3818
RS,Feb-23,2567
RS,Mar-23,3696
RS,Apr-23,2878
RS,May-23,2202
RS,Jun-23,1652
RS,Jul-23,1309
RS,Aug-23,1259
RS,Sep-23,1700
RS,Oct-23,2915
RS,Nov-23,3220
RS,Dec-23,3574
SA,Jan-12,162
SA,Feb-12,255
SA,Mar-12,312
SA,Apr-12,177
SA,May-12,232
SA,Jun-12,202
SA,Jul-12,212
SA,Aug-12,182
SA,Sep-12,87
SA,Oct-12,75
SA,Nov-12,111
SA,Dec-12,165
SA,Jan-13,191
SA,Feb-13,183
SA,Mar-13,267
SA,Apr-13,250
SA,May-13,222
SA,Jun-13,304
SA,Jul-13,279
SA,Aug-13,190
SA,Sep-13,139
SA,Oct-13,115
SA,Nov-13,126
SA,Dec-13,168
SA,Jan-14,159
SA,Feb-14,157
SA,Mar-14,249
SA,Apr-14,209
SA,May-14,201
SA,Jun-14,246
SA,Jul-14,300
SA,Aug-14,219
SA,Sep-14,114
SA,Oct-14,148
SA,Nov-14,125
SA,Dec-14,101
SA,Jan-15,156
SA,Feb-15,216
SA,Mar-15,270
SA,Apr-15,327
SA,May-15,223
SA,Jun-15,264
SA,Jul-15,218
SA,Aug-15,185
SA,Sep-15,89
SA,Oct-15,105
SA,Nov-15,171
SA,Dec-15,188
SA,Jan-16,186
SA,Feb-16,212
SA,Mar-16,289
SA,Apr-16,168
SA,May-16,232
SA,Jun-16,211
SA,Jul-16,241
SA,Aug-16,174
SA,Sep-16,110
SA,Oct-16,60
SA,Nov-16,102
SA,Dec-16,190
SA,Jan-17,152
SA,Feb-17,219
SA,Mar-17,299
SA,Apr-17,285
SA,May-17,211
SA,Jun-17,218
SA,Jul-17,239
SA,Aug-17,196
SA,Sep-17,97
SA,Oct-17,104
SA,Nov-17,99
SA,Dec-17,102
SA,Jan-18,141
SA,Feb-18,132
SA,Mar-18,175
SA,Apr-18,225
SA,May-18,227
SA,Jun-18,252
SA,Jul-18,281
SA,Aug-18,224
SA,Sep-18,99
SA,Oct-18,122
SA,Nov-18,138
SA,Dec-18,142
SA,Jan-19,200
SA,Feb-19,233
SA,Mar-19,335
SA,Apr-19,248
SA,May-19,133
SA,Jun-19,226
SA,Jul-19,263
SA,Aug-19,278
SA,Sep-19,131
SA,Oct-19,94
SA,Nov-19,114
SA,Dec-19,126
SA,Jan-20,213
SA,Feb-20,242
SA,Mar-20,326
SA,Apr-20,275
SA,May-20,240
SA,Jun-20,276
SA,Jul-20,226
SA,Aug-20,267
SA,Sep-20,83
SA,Oct-20,40
SA,Nov-20,140
SA,Dec-20,136
SA,Jan-21,134
SA,Feb-21,231
SA,Mar-21,279
SA,Apr-21,205
SA,May-21,148
SA,Jun-21,280
SA,Jul-21,270
SA,Aug-21,164
SA,Sep-21,160
SA,Oct-21,113
SA,Nov-21,91
SA,Dec-21,136
SA,Jan-22,192
SA,Feb-22,215
SA,Mar-22,249
SA,Apr-22,174
SA,May-22,256
SA,Jun-22,208
SA,Jul-22,261
SA,Aug-22,197
SA,Sep-22,101
SA,Oct-22,62
SA,Nov-22,125
SA,Dec-22,104
SA,Jan-23,157
SA,Feb-23,198
SA,Mar-23,243
SA,Apr-23,186
SA,May-23,185
SA,Jun-23,154
SA,Jul-23,156
SA,Aug-23,127
SA,Sep-23,75
SA,Oct-23,101
SA,Nov-23,83
SA,Dec-23,80
TU,Jan-12,374
TU,Feb-12,331
TU,Mar-12,339
TU,Apr-12,259
TU,May-12,145
TU,Jun-12,327
TU,Jul-12,390
TU,Aug-12,351
TU,Sep-12,230
TU,Oct-12,161
TU,Nov-12,218
TU,Dec-12,281
TU,Jan-13,351
TU,Feb-13,177
TU,Mar-13,440
TU,Apr-13,236
TU,May-13,175
TU,Jun-13,325
TU,Jul-13,575
TU,Aug-13,442
TU,Sep-13,193
TU,Oct-13,267
TU,Nov-13,171
TU,Dec-13,359
TU,Jan-14,190
TU,Feb-14,202
TU,Mar-14,352
TU,Apr-14,210
TU,May-14,237
TU,Jun-14,296
TU,Jul-14,361
TU,Aug-14,385
TU,Sep-14,265
TU,Oct-14,291
TU,Nov-14,239
TU,Dec-14,219
TU,Jan-15,444
TU,Feb-15,574
TU,Mar-15,293
TU,Apr-15,421
TU,May-15,214
TU,Jun-15,305
TU,Jul-15,434
TU,Aug-15,400
TU,Sep-15,211
TU,Oct-15,256
TU,Nov-15,225
TU,Dec-15,255
TU,Jan-16,423
TU,Feb-16,297
TU,Mar-16,418
TU,Apr-16,237
TU,May-16,272
TU,Jun-16,360
TU,Jul-16,525
TU,Aug-16,439
TU,Sep-16,303
TU,Oct-16,213
TU,Nov-16,265
TU,Dec-16,406
TU,Jan-17,413
TU,Feb-17,312
TU,Mar-17,237
TU,Apr-17,231
TU,May-17,279
TU,Jun-17,215
TU,Jul-17,419
TU,Aug-17,434
TU,Sep-17,200
TU,Oct-17,220
TU,Nov-17,146
TU,Dec-17,294
TU,Jan-18,374
TU,Feb-18,278
TU,Mar-18,416
TU,Apr-18,220
TU,May-18,161
TU,Jun-18,193
TU,Jul-18,298
TU,Aug-18,441
TU,Sep-18,309
TU,Oct-18,228
TU,Nov-18,310
TU,Dec-18,277
TU,Jan-19,446
TU,Feb-19,325
TU,Mar-19,394
TU,Apr-19,230
TU,May-19,158
TU,Jun-19,285
TU,Jul-19,389
TU,Aug-19,508
TU,Sep-19,352
TU,Oct-19,121
TU,Nov-19,95
TU,Dec-19,295
TU,Jan-20,398
TU,Feb-20,447
TU,Mar-20,409
TU,Apr-20,351
TU,May-20,307
TU,Jun-20,183
TU,Jul-20,504
TU,Aug-20,432
TU,Sep-20,283
TU,Oct-20,79
TU,Nov-20,282
TU,Dec-20,202
TU,Jan-21,374
TU,Feb-21,339
TU,Mar-21,434
TU,Apr-21,381
TU,May-21,301
TU,Jun-21,240
TU,Jul-21,486
TU,Aug-21,362
TU,Sep-21,367
TU,Oct-21,258
TU,Nov-21,264
TU,Dec-21,327
TU,Jan-22,407
TU,Feb-22,314
TU,Mar-22,465
TU,Apr-22,366
TU,May-22,273
TU,Jun-22,393
TU,Jul-22,589
TU,Aug-22,344
TU,Sep-22,273
TU,Oct-22,298
TU,Nov-22,187
TU,Dec-22,165
TU,Jan-23,219
TU,Feb-23,357
TU,Mar-23,411
TU,Apr-23,248
TU,May-23,260
TU,Jun-23,256
TU,Jul-23,421
TU,Aug-23,344
TU,Sep-23,324
TU,Oct-23,144
TU,Nov-23,354
TU,Dec-23,204
UK,Jan-12,3356
UK,Feb-12,2553
UK,Mar-12,2247
UK,Apr-12,2731
UK,May-12,2271
UK,Jun-12,2666
UK,Jul-12,2001
UK,Aug-12,2081
UK,Sep-12,2998
UK,Oct-12,2340
UK,Nov-12,2593
UK,Dec-12,3332
UK,Jan-13,2957
UK,Feb-13,2358
UK,Mar-13,2996
UK,Apr-13,3419
UK,May-13,3195
UK,Jun-13,2188
UK,Jul-13,1502
UK,Aug-13,2134
UK,Sep-13,2105
UK,Oct-13,3515
UK,Nov-13,2547
UK,Dec-13,4065
UK,Jan-14,3693
UK,Feb-14,4254
UK,Mar-14,3231
UK,Apr-14,2461
UK,May-14,2085
UK,Jun-14,1177
UK,Jul-14,1691
UK,Aug-14,2816
UK,Sep-14,1118
UK,Oct-14,3328
UK,Nov-14,2374
UK,Dec-14,3474
UK,Jan-15,4029
UK,Feb-15,2736
UK,Mar-15,3493
UK,Apr-15,2290
UK,May-15,3517
UK,Jun-15,2386
UK,Jul-15,2471
UK,Aug-15,2238
UK,Sep-15,1759
UK,Oct-15,1838
UK,Nov-15,3961
UK,Dec-15,4825
UK,Jan-16,3692
UK,Feb-16,3228
UK,Mar-16,2539
UK,Apr-16,2487
UK,May-16,2451
UK,Jun-16,1607
UK,Jul-16,2203
UK,Aug-16,2357
UK,Sep-16,2556
UK,Oct-16,1942
UK,Nov-16,2336
UK,Dec-16,2623
UK,Jan-17,2571
UK,Feb-17,3251
UK,Mar-17,3271
UK,Apr-17,2508
UK,May-17,2397
UK,Jun-17,2934
UK,Jul-17,2302
UK,Aug-17,2216
UK,Sep-17,2376
UK,Oct-17,3611
UK,Nov-17,2828
UK,Dec-17,3048
UK,Jan-18,3640
UK,Feb-18,2821
UK,Mar-18,3061
UK,Apr-18,2748
UK,May-18,2075
UK,Jun-18,1677
UK,Jul-18,1328
UK,Aug-18,1972
UK,Sep-18,2609
UK,Oct-18,2772
UK,Nov-18,3238
UK,Dec-18,2931
UK,Jan-19,2422
UK,Feb-19,2657
UK,Mar-19,3659
UK,Apr-19,2321
UK,May-19,1635
UK,Jun-19,2223
UK,Jul-19,1785
UK,Aug-19,2670
UK,Sep-19,2559
UK,Oct-19,2620
UK,Nov-19,2201
UK,Dec-19,3219
UK,Jan-20,3751
UK,Feb-20,4572
UK,Mar-20,3664
UK,Apr-20,2068
UK,May-20,2100
UK,Jun-20,2162
UK,Jul-20,2342
UK,Aug-20,2191
UK,Sep-20,2411
UK,Oct-20,3026
UK,Nov-20,3004
UK,Dec-20,2818
UK,Jan-21,2350
UK,Feb-21,2805
UK,Mar-21,2762
UK,Apr-21,1668
UK,May-21,2110
UK,Jun-21,1499
UK,Jul-21,1113
UK,Aug-21,1623
UK,Sep-21,1560
UK,Oct-21,2853
UK,Nov-21,2488
UK,Dec-21,2718
UK,Jan-22,2745
UK,Feb-22,4175
UK,Mar-22,2386
UK,Apr-22,2234
UK,May-22,2366
UK,Jun-22,2135
UK,Jul-22,1785
UK,Aug-22,1463
UK,Sep-22,1774
UK,Oct-22,2937
UK,Nov-22,2822
UK,Dec-22,2353
UK,Jan-23,3319
UK,Feb-23,2537
UK,Mar-23,2811
UK,Apr-23,2246
UK,May-23,1672
UK,Jun-23,1424
UK,Jul-23,2609
UK,Aug-23,1926
UK,Sep-23,2005
UK,Oct-23,2573
UK,Nov-23,2518
UK,Dec-23,3582
US,Jan-12,705
US,Feb-12,660
US,Mar-12,734
US,Apr-12,652
US,May-12,510
US,Jun-12,499
US,Jul-12,325
US,Aug-12,372
US,Sep-12,444
US,Oct-12,689
US,Nov-12,660
US,Dec-12,755
US,Jan-13,839
US,Feb-13,721
US,Mar-13,764
US,Apr-13,786
US,May-13,417
US,Jun-13,244
US,Jul-13,435
US,Aug-13,417
US,Sep-13,473
US,Oct-13,516
US,Nov-13,765
US,Dec-13,696
US,Jan-14,730
US,Feb-14,566
US,Mar-14,639
US,Apr-14,609
US,May-14,532
US,Jun-14,364
US,Jul-14,310
US,Aug-14,294
US,Sep-14,398
US,Oct-14,516
US,Nov-14,706
US,Dec-14,625
US,Jan-15,663
US,Feb-15,582
US,Mar-15,564
US,Apr-15,590
US,May-15,571
US,Jun-15,384
US,Jul-15,376
US,Aug-15,350
US,Sep-15,341
US,Oct-15,554
US,Nov-15,614
US,Dec-15,629
US,Jan-16,47
US,Feb-16,42
US,Mar-16,61
US,Apr-16,41
US,May-16,43
US,Jun-16,26
US,Jul-16,23
US,Aug-16,24
US,Sep-16,20
US,Oct-16,54
US,Nov-16,48
US,Dec-16,47
US,Jan-17,670
US,Feb-17,606
US,Mar-17,766
US,Apr-17,680
US,May-17,561
US,Jun-17,466
US,Jul-17,294
US,Aug-17,335
US,Sep-17,316
US,Oct-17,593
US,Nov-17,610
